2020-01-01 Arizona  Total employment (number of jobs) ,3920033
2020-01-01 Arkansas  Disposable personal income ,129589.1
2020-01-01 Arkansas  Gross domestic product (GDP) ,135884.5
2020-01-01 Arkansas  Implicit regional price deflator 10/,98.203
2020-01-01 Arkansas  Per capita disposable personal income 7/,42993
2020-01-01 Arkansas  Per capita personal consumption expenditures (PCE) 8/,34979
2020-01-01 Arkansas  Per capita personal income 6/,47147
2020-01-01 Arkansas  Personal consumption expenditures ,105433.5
2020-01-01 Arkansas  Personal income ,142111.7
2020-01-01 Arkansas  Real GDP (millions of chained 2017 dollars) 1/,128061.2
2020-01-01 Arkansas  Real PCE (millions of constant (2012) dollars) 3/,106700.2
2020-01-01 Arkansas  Real per capita PCE 5/,35422
2020-01-01 Arkansas  Real per capita personal income 4/,48168
2020-01-01 Arkansas  Real personal income (millions of constant (2012) dollars) 2/,145094.2
2020-01-01 Arkansas  Regional price parities (RPPs) 9/,88.356
2020-01-01 Arkansas  Total employment (number of jobs) ,1639829
2020-01-01 California  Disposable personal income ,2368785.6
2020-01-01 California  Gross domestic product (GDP) ,3068809.4
2020-01-01 California  Implicit regional price deflator 10/,124.392
2020-01-01 California  Per capita disposable personal income 7/,59967
2020-01-01 California  Per capita personal consumption expenditures (PCE) 8/,47720
2020-01-01 California  Per capita personal income 6/,70061
2020-01-01 California  Personal consumption expenditures ,1885028.5
2020-01-01 California  Personal income ,2767521.4
2020-01-01 California  Real GDP (millions of chained 2017 dollars) 1/,2925146.9
2020-01-01 California  Real PCE (millions of constant (2012) dollars) 3/,1486155.4
2020-01-01 California  Real per capita PCE 5/,37624
2020-01-01 California  Real per capita personal income 4/,56973
2020-01-01 California  Real personal income (millions of constant (2012) dollars) 2/,2250420.2
2020-01-01 California  Regional price parities (RPPs) 9/,111.919
2020-01-01 California  Total employment (number of jobs) ,23154091
2020-01-01 Colorado  Disposable personal income ,330301.7
2020-01-01 Colorado  Gross domestic product (GDP) ,397612.2
2020-01-01 Colorado  Implicit regional price deflator 10/,115.447
2020-01-01 Colorado  Per capita disposable personal income 7/,57098
2020-01-01 Colorado  Per capita personal consumption expenditures (PCE) 8/,47355
2020-01-01 Colorado  Per capita personal income 6/,64852
2020-01-01 Colorado  Personal consumption expenditures ,273942.3
2020-01-01 Colorado  Personal income ,375157.8
2020-01-01 Colorado  Real GDP (millions of chained 2017 dollars) 1/,380921.9
2020-01-01 Colorado  Real PCE (millions of constant (2012) dollars) 3/,235846.2
2020-01-01 Colorado  Real per capita PCE 5/,40773
2020-01-01 Colorado  Real per capita personal income 4/,56792
2020-01-01 Colorado  Real personal income (millions of constant (2012) dollars) 2/,328502.3
2020-01-01 Colorado  Regional price parities (RPPs) 9/,103.871
2020-01-01 Colorado  Total employment (number of jobs) ,3821481
2020-01-01 Connecticut  Disposable personal income ,236843.3
2020-01-01 Connecticut  Gross domestic product (GDP) ,275801.9
2020-01-01 Connecticut  Implicit regional price deflator 10/,116.615
2020-01-01 Connecticut  Per capita disposable personal income 7/,65838
2020-01-01 Connecticut  Per capita personal consumption expenditures (PCE) 8/,51237
2020-01-01 Connecticut  Per capita personal income 6/,77383
2020-01-01 Connecticut  Personal consumption expenditures ,184319
2020-01-01 Connecticut  Personal income ,278373.6
2020-01-01 Connecticut  Real GDP (millions of chained 2017 dollars) 1/,258625
2020-01-01 Connecticut  Real PCE (millions of constant (2012) dollars) 3/,154420.4
2020-01-01 Connecticut  Real per capita PCE 5/,42891
2020-01-01 Connecticut  Real per capita personal income 4/,67496
2020-01-01 Connecticut  Real personal income (millions of constant (2012) dollars) 2/,243003.3
2020-01-01 Connecticut  Regional price parities (RPPs) 9/,104.922
2020-01-01 Connecticut  Total employment (number of jobs) ,2217432
2020-01-01 Delaware  Disposable personal income ,48849.1
2020-01-01 Delaware  Gross domestic product (GDP) ,77615.1
2020-01-01 Delaware  Implicit regional price deflator 10/,107.302
2020-01-01 Delaware  Per capita disposable personal income 7/,49237
2020-01-01 Delaware  Per capita personal consumption expenditures (PCE) 8/,45032
2020-01-01 Delaware  Per capita personal income 6/,55778
2020-01-01 Delaware  Personal consumption expenditures ,44676.8
2020-01-01 Delaware  Personal income ,55338.4
2020-01-01 Delaware  Real GDP (millions of chained 2017 dollars) 1/,72550.3
2020-01-01 Delaware  Real PCE (millions of constant (2012) dollars) 3/,42042.5
2020-01-01 Delaware  Real per capita PCE 5/,42386
2020-01-01 Delaware  Real per capita personal income 4/,52657
2020-01-01 Delaware  Real personal income (millions of constant (2012) dollars) 2/,52229.5
2020-01-01 Delaware  Regional price parities (RPPs) 9/,96.542
2020-01-01 Delaware  Total employment (number of jobs) ,592126
2020-01-01 District of Columbia  Disposable personal income ,50520.6
2020-01-01 District of Columbia  Gross domestic product (GDP) ,146935.3
2020-01-01 District of Columbia  Implicit regional price deflator 10/,123.655
2020-01-01 District of Columbia  Per capita disposable personal income 7/,75306
2020-01-01 District of Columbia  Per capita personal consumption expenditures (PCE) 8/,69929
2020-01-01 District of Columbia  Per capita personal income 6/,89703
2020-01-01 District of Columbia  Personal consumption expenditures ,46913.2
2020-01-01 District of Columbia  Personal income ,60178.6
2020-01-01 District of Columbia  Real GDP (millions of chained 2017 dollars) 1/,137762.3
2020-01-01 District of Columbia  Real PCE (millions of constant (2012) dollars) 3/,38602
2020-01-01 District of Columbia  Real per capita PCE 5/,55937
2020-01-01 District of Columbia  Real per capita personal income 4/,72798
2020-01-01 District of Columbia  Real personal income (millions of constant (2012) dollars) 2/,50237.2
2020-01-01 District of Columbia  Regional price parities (RPPs) 9/,111.256
2020-01-01 District of Columbia  Total employment (number of jobs) ,866085
2020-01-01 Florida  Disposable personal income ,1086281.1
2020-01-01 Florida  Gross domestic product (GDP) ,1140133
2020-01-01 Florida  Implicit regional price deflator 10/,111.937
2020-01-01 Florida  Per capita disposable personal income 7/,50315
2020-01-01 Florida  Per capita personal consumption expenditures (PCE) 8/,44655
2020-01-01 Florida  Per capita personal income 6/,56561
2020-01-01 Florida  Personal consumption expenditures ,964080.3
2020-01-01 Florida  Personal income ,1221121.6
2020-01-01 Florida  Real GDP (millions of chained 2017 dollars) 1/,1068377.5
2020-01-01 Florida  Real PCE (millions of constant (2012) dollars) 3/,853048.5
2020-01-01 Florida  Real per capita PCE 5/,39548
2020-01-01 Florida  Real per capita personal income 4/,51344
2020-01-01 Florida  Real personal income (millions of constant (2012) dollars) 2/,1107489.2
2020-01-01 Florida  Regional price parities (RPPs) 9/,100.713
2020-01-01 Florida  Total employment (number of jobs) ,12719592
2020-01-01 GeoName Description,2020
2020-01-01 Georgia  Disposable personal income ,494389
2020-01-01 Georgia  Gross domestic product (GDP) ,637930.6
2020-01-01 Georgia  Implicit regional price deflator 10/,104.939
2020-01-01 Georgia  Per capita disposable personal income 7/,46076
2020-01-01 Georgia  Per capita personal consumption expenditures (PCE) 8/,38419
2020-01-01 Georgia  Per capita personal income 6/,51469
2020-01-01 Georgia  Personal consumption expenditures ,412232
2020-01-01 Georgia  Personal income ,552248.9
2020-01-01 Georgia  Real GDP (millions of chained 2017 dollars) 1/,602321.8
2020-01-01 Georgia  Real PCE (millions of constant (2012) dollars) 3/,390983.9
2020-01-01 Georgia  Real per capita PCE 5/,36453
2020-01-01 Georgia  Real per capita personal income 4/,49696
2020-01-01 Georgia  Real personal income (millions of constant (2012) dollars) 2/,533033.1
2020-01-01 Georgia  Regional price parities (RPPs) 9/,94.417
2020-01-01 Georgia  Total employment (number of jobs) ,6326647
2020-01-01 Hawaii  Disposable personal income ,73819.6
2020-01-01 Hawaii  Gross domestic product (GDP) ,84615.2
2020-01-01 Hawaii  Implicit regional price deflator 10/,125.27
2020-01-01 Hawaii  Per capita disposable personal income 7/,50873
2020-01-01 Hawaii  Per capita personal consumption expenditures (PCE) 8/,44038
2020-01-01 Hawaii  Per capita personal income 6/,57036
2020-01-01 Hawaii  Personal consumption expenditures ,63900.8
2020-01-01 Hawaii  Personal income ,82761.3
2020-01-01 Hawaii  Real GDP (millions of chained 2017 dollars) 1/,79592.5
2020-01-01 Hawaii  Real PCE (millions of constant (2012) dollars) 3/,51114.6
2020-01-01 Hawaii  Real per capita PCE 5/,35205
2020-01-01 Hawaii  Real per capita personal income 4/,45839
2020-01-01 Hawaii  Real personal income (millions of constant (2012) dollars) 2/,66553.5
2020-01-01 Hawaii  Regional price parities (RPPs) 9/,112.709
2020-01-01 Hawaii  Total employment (number of jobs) ,817697
2020-01-01 Idaho  Disposable personal income ,82333.3
2020-01-01 Idaho  Gross domestic product (GDP) ,88187.7
2020-01-01 Idaho  Implicit regional price deflator 10/,101.096
2020-01-01 Idaho  Per capita disposable personal income 7/,44524
2020-01-01 Idaho  Per capita personal consumption expenditures (PCE) 8/,34689
2020-01-01 Idaho  Per capita personal income 6/,49691
2020-01-01 Idaho  Personal consumption expenditures ,64146.6
2020-01-01 Idaho  Personal income ,91888.5
2020-01-01 Idaho  Real GDP (millions of chained 2017 dollars) 1/,82818.6
2020-01-01 Idaho  Real PCE (millions of constant (2012) dollars) 3/,64395.2
2020-01-01 Idaho  Real per capita PCE 5/,34850
2020-01-01 Idaho  Real per capita personal income 4/,49109
2020-01-01 Idaho  Real personal income (millions of constant (2012) dollars) 2/,90742.6
2020-01-01 Idaho  Regional price parities (RPPs) 9/,90.959
2020-01-01 Idaho  Total employment (number of jobs) ,1077864
2020-01-01 Illinois  Disposable personal income ,696065.2
2020-01-01 Illinois  Gross domestic product (GDP) ,860747.5
2020-01-01 Illinois  Implicit regional price deflator 10/,111.779
2020-01-01 Illinois  Per capita disposable personal income 7/,54437
2020-01-01 Illinois  Per capita personal consumption expenditures (PCE) 8/,43902
2020-01-01 Illinois  Per capita personal income 6/,61587
2020-01-01 Illinois  Personal consumption expenditures ,561359.8
2020-01-01 Illinois  Personal income ,787487.8
2020-01-01 Illinois  Real GDP (millions of chained 2017 dollars) 1/,810210.1
2020-01-01 Illinois  Real PCE (millions of constant (2012) dollars) 3/,497667.2
2020-01-01 Illinois  Real per capita PCE 5/,38925
2020-01-01 Illinois  Real per capita personal income 4/,55766
2020-01-01 Illinois  Real personal income (millions of constant (2012) dollars) 2/,712986.7
2020-01-01 Illinois  Regional price parities (RPPs) 9/,100.571
2020-01-01 Illinois  Total employment (number of jobs) ,7519019
2020-01-01 Indiana  Disposable personal income ,316416.7
2020-01-01 Indiana  Gross domestic product (GDP) ,377901.1
2020-01-01 Indiana  Implicit regional price deflator 10/,102.139
2020-01-01 Indiana  Per capita disposable personal income 7/,46609
2020-01-01 Indiana  Per capita personal consumption expenditures (PCE) 8/,38193
2020-01-01 Indiana  Per capita personal income 6/,51719
2020-01-01 Indiana  Personal consumption expenditures ,259287
2020-01-01 Indiana  Personal income ,351106.6
2020-01-01 Indiana  Real GDP (millions of chained 2017 dollars) 1/,359184.7
2020-01-01 Indiana  Real PCE (millions of constant (2012) dollars) 3/,253201.5
2020-01-01 Indiana  Real per capita PCE 5/,37314
2020-01-01 Indiana  Real per capita personal income 4/,51286
2020-01-01 Indiana  Real personal income (millions of constant (2012) dollars) 2/,348011.8
2020-01-01 Indiana  Regional price parities (RPPs) 9/,91.898
2020-01-01 Indiana  Total employment (number of jobs) ,3843114
2020-01-01 Iowa  Disposable personal income ,151353
2020-01-01 Iowa  Gross domestic product (GDP) ,199447
2020-01-01 Iowa  Implicit regional price deflator 10/,100.328
2020-01-01 Iowa  Per capita disposable personal income 7/,47438
2020-01-01 Iowa  Per capita personal consumption expenditures (PCE) 8/,37898
2020-01-01 Iowa  Per capita personal income 6/,52586
2020-01-01 Iowa  Personal consumption expenditures ,120916.6
2020-01-01 Iowa  Personal income ,167778.9
2020-01-01 Iowa  Real GDP (millions of chained 2017 dollars) 1/,187136.7
2020-01-01 Iowa  Real PCE (millions of constant (2012) dollars) 3/,118924.9
2020-01-01 Iowa  Real per capita PCE 5/,37296
2020-01-01 Iowa  Real per capita personal income 4/,53305
2020-01-01 Iowa  Real personal income (millions of constant (2012) dollars) 2/,169972.8
2020-01-01 Iowa  Regional price parities (RPPs) 9/,90.268
2020-01-01 Iowa  Total employment (number of jobs) ,2009821
2020-01-01 Kansas  Disposable personal income ,145220.8
2020-01-01 Kansas  Gross domestic product (GDP) ,177720.6
2020-01-01 Kansas  Implicit regional price deflator 10/,102.529
2020-01-01 Kansas  Per capita disposable personal income 7/,49430
2020-01-01 Kansas  Per capita personal consumption expenditures (PCE) 8/,38541
2020-01-01 Kansas  Per capita personal income 6/,55041
2020-01-01 Kansas  Personal consumption expenditures ,113231.5
2020-01-01 Kansas  Personal income ,161704.7
2020-01-01 Kansas  Real GDP (millions of chained 2017 dollars) 1/,168540.8
2020-01-01 Kansas  Real PCE (millions of constant (2012) dollars) 3/,110676.4
2020-01-01 Kansas  Real per capita PCE 5/,37698
2020-01-01 Kansas  Real per capita personal income 4/,54766
2020-01-01 Kansas  Real personal income (millions of constant (2012) dollars) 2/,160785.7
2020-01-01 Kansas  Regional price parities (RPPs) 9/,92.249
2020-01-01 Kansas  Total employment (number of jobs) ,1878887
2020-01-01 Kentucky  Disposable personal income ,192033.9
2020-01-01 Kentucky  Gross domestic product (GDP) ,218755.2
2020-01-01 Kentucky  Implicit regional price deflator 10/,98.962
2020-01-01 Kentucky  Per capita disposable personal income 7/,42604
2020-01-01 Kentucky  Per capita personal consumption expenditures (PCE) 8/,36486
2020-01-01 Kentucky  Per capita personal income 6/,47026
2020-01-01 Kentucky  Personal consumption expenditures ,164458.8
2020-01-01 Kentucky  Personal income ,211966.8
2020-01-01 Kentucky  Real GDP (millions of chained 2017 dollars) 1/,206288.8
2020-01-01 Kentucky  Real PCE (millions of constant (2012) dollars) 3/,165863.1
2020-01-01 Kentucky  Real per capita PCE 5/,36826
2020-01-01 Kentucky  Real per capita personal income 4/,48175
2020-01-01 Kentucky  Real personal income (millions of constant (2012) dollars) 2/,216979.6
2020-01-01 Kentucky  Regional price parities (RPPs) 9/,89.039
2020-01-01 Kentucky  Total employment (number of jobs) ,2471693
2020-01-01 Louisiana  Disposable personal income ,216262.8
2020-01-01 Louisiana  Gross domestic product (GDP) ,236135.9
2020-01-01 Louisiana  Implicit regional price deflator 10/,101.105
2020-01-01 Louisiana  Per capita disposable personal income 7/,46491
2020-01-01 Louisiana  Per capita personal consumption expenditures (PCE) 8/,37393
2020-01-01 Louisiana  Per capita personal income 6/,50243
2020-01-01 Louisiana  Personal consumption expenditures ,173941.4
2020-01-01 Louisiana  Personal income ,233715
2020-01-01 Louisiana  Real GDP (millions of chained 2017 dollars) 1/,228825.3
2020-01-01 Louisiana  Real PCE (millions of constant (2012) dollars) 3/,171999.7
2020-01-01 Louisiana  Real per capita PCE 5/,36980
2020-01-01 Louisiana  Real per capita personal income 4/,50413
2020-01-01 Louisiana  Real personal income (millions of constant (2012) dollars) 2/,234479.7
2020-01-01 Louisiana  Regional price parities (RPPs) 9/,90.967
2020-01-01 Louisiana  Total employment (number of jobs) ,2592841
2020-01-01 Maine  Disposable personal income ,66564
2020-01-01 Maine  Gross domestic product (GDP) ,72091.6
2020-01-01 Maine  Implicit regional price deflator 10/,108.595
2020-01-01 Maine  Per capita disposable personal income 7/,48816
2020-01-01 Maine  Per capita personal consumption expenditures (PCE) 8/,46170
2020-01-01 Maine  Per capita personal income 6/,54301
2020-01-01 Maine  Personal consumption expenditures ,62954.8
2020-01-01 Maine  Personal income ,74042.4
2020-01-01 Maine  Real GDP (millions of chained 2017 dollars) 1/,67420.6
2020-01-01 Maine  Real PCE (millions of constant (2012) dollars) 3/,56513.2
2020-01-01 Maine  Real per capita PCE 5/,41484
2020-01-01 Maine  Real per capita personal income 4/,50726
2020-01-01 Maine  Real personal income (millions of constant (2012) dollars) 2/,69102.6
2020-01-01 Maine  Regional price parities (RPPs) 9/,97.706
2020-01-01 Maine  Total employment (number of jobs) ,813101
2020-01-01 Maryland  Disposable personal income ,346569.6
2020-01-01 Maryland  Gross domestic product (GDP) ,413417.7
2020-01-01 Maryland  Implicit regional price deflator 10/,118.279
2020-01-01 Maryland  Per capita disposable personal income 7/,56141
2020-01-01 Maryland  Per capita personal consumption expenditures (PCE) 8/,43670
2020-01-01 Maryland  Per capita personal income 6/,64825
2020-01-01 Maryland  Personal consumption expenditures ,269585.2
2020-01-01 Maryland  Personal income ,400176.1
2020-01-01 Maryland  Real GDP (millions of chained 2017 dollars) 1/,388532.3
2020-01-01 Maryland  Real PCE (millions of constant (2012) dollars) 3/,227839.1
2020-01-01 Maryland  Real per capita PCE 5/,36911
2020-01-01 Maryland  Real per capita personal income 4/,55709
2020-01-01 Maryland  Real personal income (millions of constant (2012) dollars) 2/,343876.7
2020-01-01 Maryland  Regional price parities (RPPs) 9/,106.419
2020-01-01 Maryland  Total employment (number of jobs) ,3621705
2020-01-01 Massachusetts  Disposable personal income ,462485.5
2020-01-01 Massachusetts  Gross domestic product (GDP) ,589033.3
2020-01-01 Massachusetts  Implicit regional price deflator 10/,121.278
2020-01-01 Massachusetts  Per capita disposable personal income 7/,66110
2020-01-01 Massachusetts  Per capita personal consumption expenditures (PCE) 8/,52701
2020-01-01 Massachusetts  Per capita personal income 6/,77393
2020-01-01 Massachusetts  Personal consumption expenditures ,368684.9
2020-01-01 Massachusetts  Personal income ,541420.5
2020-01-01 Massachusetts  Real GDP (millions of chained 2017 dollars) 1/,556196.4
2020-01-01 Massachusetts  Real PCE (millions of constant (2012) dollars) 3/,297282.3
2020-01-01 Massachusetts  Real per capita PCE 5/,42335
2020-01-01 Massachusetts  Real per capita personal income 4/,64839
2020-01-01 Massachusetts  Real personal income (millions of constant (2012) dollars) 2/,455315.4
2020-01-01 Massachusetts  Regional price parities (RPPs) 9/,109.117
2020-01-01 Massachusetts  Total employment (number of jobs) ,4600264
2020-01-01 Michigan  Disposable personal income ,478807.5
2020-01-01 Michigan  Gross domestic product (GDP) ,530231.1
2020-01-01 Michigan  Implicit regional price deflator 10/,105.095
2020-01-01 Michigan  Per capita disposable personal income 7/,47550
2020-01-01 Michigan  Per capita personal consumption expenditures (PCE) 8/,41154
2020-01-01 Michigan  Per capita personal income 6/,52786
2020-01-01 Michigan  Personal consumption expenditures ,414399.6
2020-01-01 Michigan  Personal income ,531530.2
2020-01-01 Michigan  Real GDP (millions of chained 2017 dollars) 1/,502483.7
2020-01-01 Michigan  Real PCE (millions of constant (2012) dollars) 3/,392014.3
2020-01-01 Michigan  Real per capita PCE 5/,38938
2020-01-01 Michigan  Real per capita personal income 4/,50960
2020-01-01 Michigan  Real personal income (millions of constant (2012) dollars) 2/,513048.3
2020-01-01 Michigan  Regional price parities (RPPs) 9/,94.557
2020-01-01 Michigan  Total employment (number of jobs) ,5387741
2020-01-01 Minnesota  Disposable personal income ,306139.5
2020-01-01 Minnesota  Gross domestic product (GDP) ,379438.7
2020-01-01 Minnesota  Implicit regional price deflator 10/,108.703
2020-01-01 Minnesota  Per capita disposable personal income 7/,53616
2020-01-01 Minnesota  Per capita personal consumption expenditures (PCE) 8/,43668
2020-01-01 Minnesota  Per capita personal income 6/,61278
2020-01-01 Minnesota  Personal consumption expenditures ,249336.4
2020-01-01 Minnesota  Personal income ,349887.4
2020-01-01 Minnesota  Real GDP (millions of chained 2017 dollars) 1/,358127.2
2020-01-01 Minnesota  Real PCE (millions of constant (2012) dollars) 3/,231904.8
2020-01-01 Minnesota  Real per capita PCE 5/,40634
2020-01-01 Minnesota  Real per capita personal income 4/,57437
2020-01-01 Minnesota  Real personal income (millions of constant (2012) dollars) 2/,327803.1
2020-01-01 Minnesota  Regional price parities (RPPs) 9/,97.803
2020-01-01 Minnesota  Total employment (number of jobs) ,3607496
2020-01-01 Mississippi  Disposable personal income ,116624.9
2020-01-01 Mississippi  Gross domestic product (GDP) ,116193.1
2020-01-01 Mississippi  Implicit regional price deflator 10/,95.411
2020-01-01 Mississippi  Per capita disposable personal income 7/,39425
2020-01-01 Mississippi  Per capita personal consumption expenditures (PCE) 8/,32751
2020-01-01 Mississippi  Per capita personal income 6/,42513
2020-01-01 Mississippi  Personal consumption expenditures ,96882.6
2020-01-01 Mississippi  Personal income ,125760.5
2020-01-01 Mississippi  Real GDP (millions of chained 2017 dollars) 1/,109894.1
2020-01-01 Mississippi  Real PCE (millions of constant (2012) dollars) 3/,100957.8
2020-01-01 Mississippi  Real per capita PCE 5/,34143
2020-01-01 Mississippi  Real per capita personal income 4/,44912
2020-01-01 Mississippi  Real personal income (millions of constant (2012) dollars) 2/,132800.1
2020-01-01 Mississippi  Regional price parities (RPPs) 9/,85.844
2020-01-01 Mississippi  Total employment (number of jobs) ,1573290
2020-01-01 Missouri  Disposable personal income ,288925.1
2020-01-01 Missouri  Gross domestic product (GDP) ,335278.3
2020-01-01 Missouri  Implicit regional price deflator 10/,102.497
2020-01-01 Missouri  Per capita disposable personal income 7/,46949
2020-01-01 Missouri  Per capita personal consumption expenditures (PCE) 8/,40251
2020-01-01 Missouri  Per capita personal income 6/,52095
2020-01-01 Missouri  Personal consumption expenditures ,247702.2
2020-01-01 Missouri  Personal income ,320592.9
2020-01-01 Missouri  Real GDP (millions of chained 2017 dollars) 1/,315276.2
2020-01-01 Missouri  Real PCE (millions of constant (2012) dollars) 3/,240966.4
2020-01-01 Missouri  Real per capita PCE 5/,39153
2020-01-01 Missouri  Real per capita personal income 4/,50999
2020-01-01 Missouri  Real personal income (millions of constant (2012) dollars) 2/,313874.2
2020-01-01 Missouri  Regional price parities (RPPs) 9/,92.219
2020-01-01 Missouri  Total employment (number of jobs) ,3692620
2020-01-01 Montana  Disposable personal income ,51935.5
2020-01-01 Montana  Gross domestic product (GDP) ,53130.7
2020-01-01 Montana  Implicit regional price deflator 10/,101.863
2020-01-01 Montana  Per capita disposable personal income 7/,47775
2020-01-01 Montana  Per capita personal consumption expenditures (PCE) 8/,42067
2020-01-01 Montana  Per capita personal income 6/,53546
2020-01-01 Montana  Personal consumption expenditures ,45730
2020-01-01 Montana  Personal income ,58208.8
2020-01-01 Montana  Real GDP (millions of chained 2017 dollars) 1/,50159.6
2020-01-01 Montana  Real PCE (millions of constant (2012) dollars) 3/,45180.1
2020-01-01 Montana  Real per capita PCE 5/,41595
2020-01-01 Montana  Real per capita personal income 4/,53284
2020-01-01 Montana  Real personal income (millions of constant (2012) dollars) 2/,57876.7
2020-01-01 Montana  Regional price parities (RPPs) 9/,91.649
2020-01-01 Montana  Total employment (number of jobs) ,684052
2020-01-01 Nebraska  Disposable personal income ,100316.2
2020-01-01 Nebraska  Gross domestic product (GDP) ,135285
2020-01-01 Nebraska  Implicit regional price deflator 10/,102.758
2020-01-01 Nebraska  Per capita disposable personal income 7/,51113
2020-01-01 Nebraska  Per capita personal consumption expenditures (PCE) 8/,40371
2020-01-01 Nebraska  Per capita personal income 6/,56733
2020-01-01 Nebraska  Personal consumption expenditures ,79234.1
2020-01-01 Nebraska  Personal income ,111347.5
2020-01-01 Nebraska  Real GDP (millions of chained 2017 dollars) 1/,126890.6
2020-01-01 Nebraska  Real PCE (millions of constant (2012) dollars) 3/,77909.7
2020-01-01 Nebraska  Real per capita PCE 5/,39720
2020-01-01 Nebraska  Real per capita personal income 4/,56057
2020-01-01 Nebraska  Real personal income (millions of constant (2012) dollars) 2/,109953.1
2020-01-01 Nebraska  Regional price parities (RPPs) 9/,92.454
2020-01-01 Nebraska  Total employment (number of jobs) ,1305651
2020-01-01 Nevada  Disposable personal income ,152866.2
2020-01-01 Nevada  Gross domestic product (GDP) ,175982
2020-01-01 Nevada  Implicit regional price deflator 10/,107.938
2020-01-01 Nevada  Per capita disposable personal income 7/,49064
2020-01-01 Nevada  Per capita personal consumption expenditures (PCE) 8/,40581
2020-01-01 Nevada  Per capita personal income 6/,54650
2020-01-01 Nevada  Personal consumption expenditures ,126436.5
2020-01-01 Nevada  Personal income ,170269.2
2020-01-01 Nevada  Real GDP (millions of chained 2017 dollars) 1/,165793.9
2020-01-01 Nevada  Real PCE (millions of constant (2012) dollars) 3/,114909
2020-01-01 Nevada  Real per capita PCE 5/,36900
2020-01-01 Nevada  Real per capita personal income 4/,51493
2020-01-01 Nevada  Real personal income (millions of constant (2012) dollars) 2/,160354.1
2020-01-01 Nevada  Regional price parities (RPPs) 9/,97.115
2020-01-01 Nevada  Total employment (number of jobs) ,1770886
2020-01-01 New Hampshire  Disposable personal income ,84199.8
2020-01-01 New Hampshire  Gross domestic product (GDP) ,88589.4
2020-01-01 New Hampshire  Implicit regional price deflator 10/,116.989
2020-01-01 New Hampshire  Per capita disposable personal income 7/,61077
2020-01-01 New Hampshire  Per capita personal consumption expenditures (PCE) 8/,51357
2020-01-01 New Hampshire  Per capita personal income 6/,67883
2020-01-01 New Hampshire  Personal consumption expenditures ,70800.5
2020-01-01 New Hampshire  Personal income ,93582
2020-01-01 New Hampshire  Real GDP (millions of chained 2017 dollars) 1/,83182.1
2020-01-01 New Hampshire  Real PCE (millions of constant (2012) dollars) 3/,60801.9
2020-01-01 New Hampshire  Real per capita PCE 5/,44128
2020-01-01 New Hampshire  Real per capita personal income 4/,58774
